0	0
1	0.0234416
2	0.0468831
3	0.0703247
4	0.0937662
5	0.117208
6	0.140649
7	0.164091
8	0.187532
9	0.210974
10	0.234416
11	0.257857
12	0.281299
13	0.30474
14	0.328182
15	0.351623
16	0.375065
17	0.398506
18	0.421948
19	0.44539
20	0.468831












