0	0
1	-0.00123341
2	-0.00246683
3	-0.00370024
4	-0.00493366
5	-0.00616707
6	-0.00740049
7	-0.0086339
8	-0.00986731
9	-0.0111007
10	-0.0123341
11	-0.0135676
12	-0.014801
13	-0.0160344
14	-0.0172678
15	-0.0185012
16	-0.0197346
17	-0.020968
18	-0.0222015
19	-0.0234349
20	-0.0246683











